race,age,priors_count,juv_fel_count,c_charge_degree,loan_approved
Caucasian,19,0,0,1,0
African-American,22,0,0,0,1
African-American,45,1,0,1,1
Caucasian,27,0,0,1,1
Caucasian,25,0,0,0,1
Caucasian,30,0,0,1,0
African-American,31,2,0,1,0
Caucasian,28,3,0,1,1
African-American,36,3,0,0,0
African-American,27,7,0,1,0
African-American,42,1,0,1,1
Caucasian,35,0,0,1,0
Caucasian,33,2,0,1,1
African-American,25,21,0,1,0
Caucasian,42,0,0,0,1
African-American,21,0,0,1,0
African-American,28,0,0,0,1
African-American,27,25,0,1,0
Caucasian,21,0,0,1,1
Caucasian,26,0,0,0,0
Caucasian,36,0,0,1,1
African-American,23,1,0,0,0
Caucasian,49,0,0,1,0
African-American,29,11,0,1,0
Caucasian,44,0,0,1,0
Caucasian,28,1,0,0,1
African-American,27,2,0,0,0
African-American,35,12,0,1,0
African-American,36,19,0,0,0
Caucasian,46,2,0,0,1
African-American,34,3,0,1,1
African-American,45,15,0,1,0
African-American,28,9,0,1,0
African-American,25,1,0,1,1
African-American,21,1,0,0,1
African-American,48,1,0,1,1
Caucasian,37,1,0,0,1
African-American,24,3,0,1,0
Caucasian,37,1,0,0,0
Caucasian,39,1,0,1,1
Caucasian,24,1,0,1,0
African-American,35,3,0,1,0
African-American,23,1,0,1,0
Caucasian,36,4,0,1,0
Caucasian,43,5,0,1,1
African-American,28,6,0,0,0
African-American,21,4,1,1,0
African-American,53,1,0,0,1
African-American,27,2,0,0,0
Caucasian,39,0,0,0,1
African-American,47,22,0,1,0
African-American,28,4,0,1,0
Caucasian,49,7,0,1,1
Caucasian,36,2,0,1,1
African-American,24,1,0,1,1
African-American,23,3,0,1,1
African-American,26,2,0,1,1
African-American,31,7,0,1,0
African-American,30,14,0,1,0
Caucasian,25,2,0,0,1
African-American,24,6,0,1,0
African-American,26,2,0,0,1
African-American,26,7,0,0,1
African-American,20,0,0,1,1
Caucasian,36,10,1,0,0
Caucasian,23,0,0,1,1
African-American,26,5,0,1,0
Caucasian,40,4,0,0,1
African-American,46,8,0,1,0
African-American,19,1,0,1,0
Caucasian,53,1,0,1,1
Caucasian,56,5,0,1,1
African-American,24,0,0,1,1
Caucasian,33,2,0,1,1
Caucasian,26,8,0,1,0
Caucasian,56,1,0,0,1
Caucasian,32,2,0,1,1
Caucasian,25,0,0,1,0
African-American,21,1,0,1,1
African-American,38,3,0,1,1
Caucasian,23,0,0,1,1
African-American,67,4,0,0,1
Caucasian,20,0,0,1,0
Caucasian,39,4,0,1,0
African-American,24,1,0,1,0
African-American,49,3,0,1,1
African-American,31,7,0,1,0
African-American,20,1,0,1,0
Caucasian,28,0,0,0,1
Caucasian,67,3,0,1,1
Caucasian,40,4,0,1,1
African-American,52,0,0,1,1
African-American,45,17,0,1,0
African-American,27,8,0,1,0
Caucasian,22,1,0,1,1
Caucasian,36,9,0,1,1
Caucasian,40,0,0,0,0
Caucasian,30,1,0,0,0
African-American,42,1,0,1,1
African-American,24,2,0,1,0
Caucasian,46,4,0,1,1
African-American,38,4,0,1,1
Caucasian,26,0,0,0,1
Caucasian,54,1,0,0,0
Caucasian,61,1,0,1,1
African-American,51,1,0,0,0
Caucasian,57,0,0,1,1
Caucasian,24,3,0,0,0
African-American,34,1,0,1,1
African-American,28,10,0,0,0
African-American,35,10,0,0,0
African-American,30,6,0,1,0
African-American,44,0,0,1,1
Caucasian,57,3,0,0,0
Caucasian,61,10,0,1,1
African-American,26,1,0,1,0
African-American,48,10,1,1,0
African-American,42,4,0,0,1
Caucasian,38,10,0,1,0
African-American,39,4,0,1,1
Caucasian,53,0,0,0,1
African-American,26,3,0,0,1
African-American,22,1,0,1,0
Caucasian,50,0,0,1,1
Caucasian,44,16,3,0,1
African-American,24,4,0,1,0
African-American,21,0,0,1,0
Caucasian,50,0,0,1,1
Caucasian,36,0,0,0,1
Caucasian,39,0,0,1,1
African-American,24,2,0,1,1
African-American,54,7,0,1,1
African-American,29,0,0,0,1
Caucasian,26,0,0,0,1
African-American,41,3,0,1,0
African-American,23,1,0,1,0
Caucasian,34,0,0,0,1
Caucasian,31,11,0,1,0
African-American,20,0,0,1,1
African-American,49,10,0,1,0
African-American,26,4,0,1,0
African-American,28,1,0,1,0
African-American,26,0,0,1,1
African-American,55,1,0,1,1
African-American,22,0,0,0,1
African-American,26,0,0,0,1
Caucasian,66,1,0,1,1
African-American,58,16,0,1,0
African-American,28,4,0,1,1
African-American,33,8,0,1,1
African-American,31,0,0,0,1
African-American,26,1,0,0,1
African-American,35,4,0,0,1
Caucasian,41,12,0,1,0
Caucasian,34,0,0,0,1
African-American,32,0,0,1,1
African-American,37,9,0,1,0
African-American,50,1,0,1,1
Caucasian,35,1,0,1,1
Caucasian,47,0,0,0,0
African-American,52,8,0,1,1
African-American,26,5,0,1,0
African-American,36,1,0,0,0
African-American,45,13,0,1,0
African-American,41,8,0,1,0
African-American,24,0,0,0,1
African-American,21,1,0,1,1
Caucasian,54,0,0,0,1
Caucasian,49,0,0,1,1
Caucasian,42,1,0,1,1
African-American,21,1,0,1,0
African-American,61,30,0,1,1
Caucasian,46,5,0,1,0
Caucasian,74,0,0,0,1
Caucasian,75,2,0,0,1
African-American,39,1,0,1,1
African-American,38,0,0,1,1
African-American,19,1,1,1,0
Caucasian,28,0,0,1,0
African-American,53,2,0,1,1
African-American,25,1,0,1,0
Caucasian,53,1,0,0,1
African-American,53,4,0,1,1
African-American,23,2,0,1,1
Caucasian,55,33,0,1,0
Caucasian,64,1,0,1,1
African-American,23,1,0,0,0
African-American,23,4,0,1,0
African-American,34,0,0,1,1
African-American,26,1,0,0,1
Caucasian,44,4,0,1,1
Caucasian,27,0,0,1,1
Caucasian,28,14,0,1,1
Caucasian,55,1,0,0,1
African-American,22,2,0,1,1
African-American,36,15,0,1,1
African-American,29,6,0,1,0
African-American,23,1,0,1,1
African-American,56,1,0,0,1
Caucasian,27,2,0,1,0
Caucasian,37,1,0,0,1
African-American,32,1,0,1,0
African-American,41,18,2,0,0
African-American,22,1,0,1,0
Caucasian,37,1,0,1,0
African-American,45,3,0,0,1
African-American,31,14,0,1,1
African-American,42,7,0,1,0
African-American,26,20,0,1,0
Caucasian,33,0,0,1,0
Caucasian,22,0,0,0,0
Caucasian,32,2,0,1,0
African-American,36,1,0,0,1
Caucasian,54,0,0,0,1
African-American,25,5,0,1,0
Caucasian,24,3,0,1,0
Caucasian,61,0,0,0,1
Caucasian,42,0,0,0,1
Caucasian,28,1,0,0,0
African-American,27,1,0,0,1
Caucasian,24,2,0,0,1
African-American,33,14,0,1,1
African-American,32,16,0,1,0
Caucasian,38,0,0,1,1
Caucasian,21,1,0,0,1
African-American,27,1,0,1,0
Caucasian,39,0,0,1,1
Caucasian,29,0,0,1,1
Caucasian,29,1,0,1,1
Caucasian,65,6,0,1,1
Caucasian,36,1,0,1,0
African-American,46,0,0,1,0
African-American,44,7,1,1,1
African-American,27,0,0,0,1
African-American,27,8,0,1,0
Caucasian,61,0,0,0,1
African-American,47,0,0,0,0
African-American,27,1,0,0,1
Caucasian,28,0,0,1,0
Caucasian,31,1,0,0,0
Caucasian,26,9,0,0,0
African-American,53,2,0,1,0
African-American,26,1,0,1,0
African-American,25,2,0,1,1
African-American,21,4,0,0,0
African-American,23,1,0,0,1
African-American,45,2,0,1,1
African-American,27,2,0,0,0
African-American,57,6,0,0,0
Caucasian,44,8,0,1,0
African-American,26,0,0,0,1
Caucasian,21,0,0,1,0
African-American,63,1,0,1,1
Caucasian,62,0,0,0,1
Caucasian,48,0,0,1,1
African-American,53,1,0,0,1
African-American,62,3,0,0,0
African-American,28,5,1,1,1
Caucasian,56,1,0,1,1
African-American,22,2,1,1,0
African-American,26,5,0,1,0
African-American,35,4,0,0,1
African-American,22,1,0,1,0
Caucasian,60,3,0,0,1
African-American,37,7,1,1,1
African-American,32,0,0,1,1
African-American,33,3,0,1,0
Caucasian,53,0,0,0,1
Caucasian,32,0,0,0,1
Caucasian,26,0,0,0,1
Caucasian,61,0,0,0,1
African-American,21,0,0,0,1
African-American,69,22,0,0,1
African-American,26,0,0,0,1
African-American,30,9,0,1,0
Caucasian,21,1,0,1,1
Caucasian,41,0,0,0,1
African-American,45,0,0,1,0
African-American,31,10,0,1,0
Caucasian,22,0,0,1,1
Caucasian,54,0,0,1,0
Caucasian,50,2,0,0,0
African-American,50,5,0,1,1
African-American,21,0,0,1,0
Caucasian,30,0,0,1,0
Caucasian,53,2,0,1,1
African-American,30,11,0,1,0
Caucasian,26,5,0,0,1
African-American,30,1,0,1,0
African-American,59,0,0,0,1
African-American,29,13,0,1,0
Caucasian,30,13,0,1,0
African-American,25,5,0,0,0
Caucasian,35,4,0,0,1
African-American,22,0,0,1,1
African-American,41,8,0,1,0
African-American,37,13,0,1,1
African-American,22,0,0,1,0
African-American,19,0,0,1,0
Caucasian,45,2,0,0,1
African-American,33,5,0,1,0
African-American,52,7,0,1,1
African-American,21,0,0,1,1
African-American,43,6,0,0,0
Caucasian,33,3,0,1,1
African-American,26,3,1,1,0
Caucasian,37,0,0,0,1
African-American,38,1,0,1,0
African-American,27,1,0,1,0
African-American,21,1,1,1,1
Caucasian,38,3,0,1,0
Caucasian,37,0,0,0,1
Caucasian,44,0,0,1,1
African-American,30,0,0,1,1
Caucasian,49,1,0,1,1
Caucasian,67,0,0,0,1
African-American,59,14,0,1,0
African-American,21,1,1,1,0
Caucasian,31,6,0,0,1
Caucasian,50,2,0,1,0
African-American,30,7,0,1,1
Caucasian,28,1,0,0,1
African-American,48,7,0,1,0
Caucasian,55,0,0,0,1
Caucasian,24,1,0,1,1
Caucasian,42,0,0,0,1
African-American,34,0,0,0,0
African-American,43,4,0,0,0
African-American,44,0,0,1,1
Caucasian,25,0,0,0,1
Caucasian,25,2,0,1,0
African-American,32,0,0,0,0
African-American,35,10,0,0,0
African-American,24,1,0,1,0
African-American,34,0,0,1,0
African-American,48,2,0,1,0
African-American,41,1,0,1,1
African-American,26,12,0,0,0
African-American,42,0,0,1,0
African-American,29,0,0,0,1
Caucasian,26,0,0,0,1
African-American,27,1,0,1,1
Caucasian,35,4,0,0,1
Caucasian,54,1,0,1,1
African-American,24,3,0,0,0
African-American,20,0,0,1,1
Caucasian,27,0,0,1,1
African-American,21,1,0,1,1
Caucasian,27,7,0,0,0
African-American,34,11,1,1,0
Caucasian,27,4,0,1,1
African-American,54,0,0,0,1
African-American,39,1,0,1,1
Caucasian,22,2,0,1,1
Caucasian,33,0,0,0,1
African-American,25,2,0,1,0
African-American,35,0,0,0,1
African-American,53,0,0,0,1
Caucasian,28,2,0,0,1
African-American,26,0,0,1,1
African-American,30,1,0,1,1
African-American,31,3,0,1,1
Caucasian,24,3,0,0,0
Caucasian,45,19,0,1,0
African-American,28,1,0,1,1
Caucasian,45,1,0,1,0
African-American,22,1,0,0,1
Caucasian,33,3,0,1,0
Caucasian,23,4,0,1,0
African-American,36,6,0,1,1
African-American,22,0,0,1,1
Caucasian,45,1,0,0,1
African-American,28,2,0,1,0
African-American,37,3,0,0,1
Caucasian,52,0,0,0,1
Caucasian,26,0,0,1,1
Caucasian,28,4,0,1,0
Caucasian,33,2,0,1,1
Caucasian,23,3,0,1,0
Caucasian,31,3,0,0,0
Caucasian,55,0,0,0,1
Caucasian,24,3,0,1,0
African-American,37,2,0,0,1
African-American,41,0,0,1,1
Caucasian,26,0,0,0,1
African-American,41,13,0,1,1
African-American,33,6,0,1,1
African-American,23,0,0,1,1
Caucasian,27,1,0,1,1
Caucasian,24,0,0,1,0
African-American,30,10,0,1,1
Caucasian,55,1,0,1,1
African-American,26,13,0,0,0
African-American,41,6,0,0,1
African-American,35,0,0,1,1
African-American,26,4,0,1,0
African-American,20,1,0,0,1
Caucasian,24,3,0,0,0
African-American,31,8,0,0,0
African-American,22,2,0,1,1
African-American,55,0,0,1,0
Caucasian,33,7,0,1,0
Caucasian,44,6,0,1,0
African-American,41,25,0,1,0
African-American,56,9,0,0,1
African-American,21,1,0,1,1
African-American,36,1,0,1,0
Caucasian,48,1,0,0,1
Caucasian,27,6,0,1,0
Caucasian,56,7,0,1,0
Caucasian,39,2,0,0,1
Caucasian,25,0,0,1,1
Caucasian,51,1,0,1,1
African-American,28,3,0,1,1
African-American,30,0,0,1,0
African-American,19,0,0,0,0
African-American,20,0,0,0,0
Caucasian,57,0,0,1,1
African-American,51,8,0,0,0
African-American,27,5,0,1,0
African-American,26,0,0,1,1
Caucasian,23,3,0,0,0
African-American,35,14,0,0,0
Caucasian,41,1,0,0,1
African-American,37,5,0,1,1
African-American,48,0,0,1,1
African-American,21,0,0,1,1
African-American,19,3,3,1,0
African-American,21,1,0,1,0
African-American,52,1,0,0,1
African-American,23,5,0,1,0
African-American,22,0,0,1,0
African-American,19,1,1,1,0
Caucasian,41,1,0,1,0
Caucasian,25,1,0,0,0
African-American,54,0,0,0,0
African-American,25,13,4,1,0
Caucasian,30,0,0,0,0
Caucasian,40,4,0,1,1
African-American,22,0,0,1,1
Caucasian,50,10,0,1,1
Caucasian,35,2,0,0,1
Caucasian,28,7,0,1,0
African-American,21,0,0,1,1
Caucasian,27,0,0,1,1
African-American,22,0,0,1,0
African-American,32,26,2,1,0
Caucasian,32,0,0,1,1
Caucasian,59,0,0,1,1
Caucasian,30,19,0,1,0
Caucasian,59,0,0,1,1
Caucasian,44,1,0,1,0
African-American,26,9,0,0,0
African-American,30,9,0,1,0
Caucasian,35,2,0,1,1
African-American,25,3,0,0,0
African-American,40,7,0,1,1
African-American,31,0,0,0,0
African-American,32,0,0,1,1
African-American,37,22,0,1,0
Caucasian,22,2,1,1,1
African-American,38,8,0,0,0
Caucasian,34,2,0,1,1
African-American,30,7,0,1,1
Caucasian,38,0,0,1,0
African-American,36,10,0,1,0
Caucasian,35,2,0,1,0
African-American,35,0,0,1,1
African-American,30,9,0,1,0
African-American,34,16,0,1,0
Caucasian,31,3,0,1,0
Caucasian,31,4,0,1,0
Caucasian,22,2,0,1,0
African-American,36,5,0,0,0
African-American,39,2,0,0,1
African-American,51,9,0,1,0
African-American,35,7,0,1,0
African-American,30,1,0,1,0
Caucasian,43,3,0,0,0
African-American,37,0,0,0,1
African-American,25,3,0,0,1
African-American,27,0,0,1,1
Caucasian,47,2,0,0,1
African-American,46,12,0,0,1
Caucasian,27,0,0,1,1
African-American,34,0,0,1,0
African-American,30,4,0,0,0
Caucasian,25,0,0,0,1
African-American,26,5,0,0,1
African-American,25,1,0,1,0
African-American,60,9,0,1,1
African-American,30,12,0,1,0
African-American,21,0,0,1,1
African-American,25,4,0,1,0
Caucasian,53,1,0,1,1
African-American,21,0,0,1,0
African-American,29,4,0,0,1
African-American,24,2,0,0,0
Caucasian,51,2,0,1,1
African-American,29,1,0,0,1
Caucasian,20,0,0,1,0
Caucasian,51,14,0,1,1
Caucasian,53,1,0,1,1
African-American,31,2,0,1,1
African-American,25,5,0,1,1
African-American,22,3,0,1,0
African-American,21,1,0,1,1
Caucasian,21,1,0,1,0
African-American,27,6,2,0,0
African-American,28,14,0,0,0
African-American,49,6,0,0,0
African-American,52,7,0,1,0
African-American,25,1,0,0,1
Caucasian,56,2,0,1,1
African-American,34,22,0,1,1
African-American,23,1,0,0,0
Caucasian,22,0,0,1,1
African-American,23,0,0,1,0
African-American,30,4,0,0,1
African-American,42,1,0,0,0
African-American,50,24,0,0,0
Caucasian,54,12,0,1,0
African-American,37,0,0,1,1
African-American,23,1,0,1,1
Caucasian,41,0,0,1,1
African-American,50,5,1,1,1
African-American,26,2,0,1,0
African-American,23,2,0,1,0
Caucasian,55,1,0,1,0
African-American,24,0,0,1,0
Caucasian,33,5,0,0,0
Caucasian,23,0,0,1,1
African-American,37,1,0,0,0
Caucasian,51,0,0,0,1
Caucasian,43,1,0,1,1
African-American,35,3,0,0,0
African-American,29,2,0,1,1
Caucasian,57,0,0,0,1
African-American,20,1,0,0,0
Caucasian,37,1,0,0,0
African-American,23,3,0,1,0
Caucasian,36,9,0,0,0
Caucasian,55,1,0,0,1
African-American,53,18,0,0,0
African-American,21,1,0,1,0
African-American,27,3,0,0,0
African-American,28,6,0,1,0
Caucasian,26,1,0,1,0
Caucasian,25,1,0,1,1
Caucasian,66,0,0,1,1
African-American,28,3,0,0,1
African-American,21,0,0,1,0
African-American,24,0,0,0,1
Caucasian,60,18,0,0,0
African-American,37,2,0,1,0
African-American,23,2,0,0,0
Caucasian,73,0,0,0,1
African-American,44,0,0,1,1
African-American,40,6,0,1,1
African-American,28,0,0,1,0
Caucasian,56,0,0,0,0
African-American,42,3,0,1,1
Caucasian,32,11,1,1,0
Caucasian,50,1,0,1,1
Caucasian,34,0,0,0,1
African-American,47,1,0,0,0
Caucasian,58,3,0,1,1
Caucasian,48,3,0,1,1
Caucasian,20,0,0,1,1
African-American,53,10,0,1,0
African-American,29,0,0,1,1
Caucasian,43,0,0,0,1
African-American,35,1,0,0,1
Caucasian,53,1,0,0,0
Caucasian,22,0,0,0,1
Caucasian,26,9,0,0,0
African-American,23,4,0,1,0
Caucasian,71,1,0,0,1
Caucasian,61,0,0,0,1
Caucasian,22,2,0,0,1
African-American,29,1,0,0,0
Caucasian,54,1,0,0,1
Caucasian,24,6,0,1,1
Caucasian,28,0,0,1,1
Caucasian,25,2,0,1,1
African-American,22,1,0,1,1
African-American,24,2,0,1,0
African-American,35,0,0,1,1
African-American,21,0,0,1,1
Caucasian,49,1,0,0,1
African-American,26,6,0,1,0
African-American,30,7,0,1,0
African-American,30,5,0,1,0
African-American,21,1,0,1,1
Caucasian,64,8,0,1,1
African-American,26,1,0,1,1
Caucasian,45,7,0,1,0
African-American,37,3,0,0,1
African-American,34,1,0,1,0
Caucasian,58,0,0,0,1
Caucasian,27,0,0,1,1
African-American,30,0,0,0,0
African-American,25,0,0,0,1
African-American,60,19,0,1,0
African-American,56,24,0,1,1
African-American,33,2,0,0,1
Caucasian,25,9,0,1,0
African-American,47,15,0,1,1
African-American,32,6,0,1,0
African-American,24,3,0,1,0
Caucasian,23,2,0,1,0
African-American,25,1,0,1,0
African-American,20,0,0,1,1
African-American,32,9,0,1,1
African-American,49,0,0,1,1
African-American,22,1,0,1,1
African-American,24,0,0,1,1
Caucasian,26,10,0,1,0
African-American,29,5,0,1,1
African-American,20,1,1,1,0
Caucasian,49,1,0,0,1
African-American,29,1,0,0,0
African-American,18,2,3,1,0
Caucasian,22,0,0,1,1
African-American,34,8,3,1,1
African-American,26,3,0,1,1
African-American,21,0,0,1,0
Caucasian,54,2,0,0,1
African-American,59,1,0,1,1
African-American,22,0,0,1,0
African-American,64,20,0,1,1
Caucasian,45,1,0,0,0
African-American,22,0,0,1,1
African-American,24,5,0,1,0
African-American,30,3,0,1,0
Caucasian,27,0,0,1,1
Caucasian,20,0,0,1,1
Caucasian,28,5,0,1,0
Caucasian,23,3,0,1,0
African-American,32,0,0,0,1
Caucasian,44,1,0,1,1
African-American,41,8,0,1,1
Caucasian,30,3,0,1,1
African-American,27,2,0,0,0
African-American,32,0,0,1,0
African-American,40,24,0,0,0
African-American,23,1,0,1,1
African-American,33,1,0,1,1
African-American,33,3,0,0,1
Caucasian,33,3,0,1,1
Caucasian,33,0,0,1,1
African-American,41,2,0,0,0
African-American,28,9,0,0,1
African-American,25,0,0,1,0
African-American,30,1,0,0,1
African-American,47,0,0,0,1
Caucasian,24,0,0,1,0
Caucasian,37,5,0,0,1
Caucasian,31,9,0,1,0
Caucasian,30,1,0,1,1
African-American,52,0,0,1,0
African-American,25,5,0,1,0
African-American,60,10,0,1,1
African-American,46,7,0,0,1
Caucasian,62,3,0,0,1
Caucasian,36,0,0,0,0
African-American,24,2,0,1,0
Caucasian,25,9,0,1,1
African-American,21,0,0,0,0
African-American,29,5,0,1,0
African-American,52,0,0,0,0
African-American,29,5,0,1,1
African-American,59,13,0,1,0
African-American,39,2,0,1,1
African-American,20,1,0,1,0
Caucasian,50,0,0,0,1
African-American,27,7,0,1,0
African-American,27,0,0,0,1
Caucasian,31,4,0,1,0
African-American,32,2,0,1,1
African-American,24,2,0,0,1
African-American,24,4,0,1,0
Caucasian,30,0,0,0,0
African-American,21,2,1,1,1
Caucasian,41,0,0,1,1
African-American,32,2,0,1,0
Caucasian,27,5,0,1,1
Caucasian,24,1,0,1,1
Caucasian,69,0,0,0,0
Caucasian,25,1,0,1,1
Caucasian,55,0,0,0,0
African-American,28,7,1,1,0
Caucasian,27,0,0,0,0
African-American,20,1,0,1,0
African-American,36,2,0,1,0
African-American,25,10,0,1,0
Caucasian,35,1,0,0,1
African-American,32,12,0,0,0
Caucasian,21,1,0,0,1
Caucasian,41,1,0,1,1
African-American,38,0,0,1,1
African-American,21,1,0,1,0
Caucasian,31,10,0,0,1
Caucasian,35,2,0,0,0
African-American,34,5,0,0,1
Caucasian,52,0,0,0,1
African-American,21,0,0,1,1
African-American,43,8,0,0,1
Caucasian,32,0,0,1,1
Caucasian,49,5,0,1,0
African-American,21,0,0,0,1
African-American,28,5,0,1,0
Caucasian,65,1,0,1,1
Caucasian,27,0,0,0,1
Caucasian,48,20,0,1,0
African-American,25,1,0,0,1
African-American,20,0,0,0,0
African-American,63,6,0,1,1
Caucasian,40,0,0,0,1
African-American,21,1,0,1,0
Caucasian,27,1,0,0,1
Caucasian,35,0,0,0,0
African-American,32,9,0,0,0
African-American,50,0,0,0,1
African-American,31,1,0,0,1
Caucasian,47,0,0,0,1
Caucasian,44,2,0,0,1
African-American,23,0,0,0,1
African-American,54,10,0,1,1
African-American,21,1,1,1,0
Caucasian,38,17,0,1,1
Caucasian,44,2,0,1,0
African-American,52,3,0,0,0
Caucasian,52,0,0,1,0
African-American,21,0,0,0,0
African-American,31,4,0,1,1
Caucasian,30,9,0,1,0
African-American,39,1,0,1,1
African-American,56,6,0,1,1
African-American,35,12,0,1,0
Caucasian,39,1,0,1,1
Caucasian,29,0,0,0,1
Caucasian,28,3,0,1,1
African-American,23,2,0,1,0
Caucasian,26,0,0,0,1
African-American,64,1,0,0,0
African-American,51,10,1,1,1
Caucasian,20,1,0,1,0
African-American,21,0,0,1,0
African-American,21,0,0,1,1
African-American,23,0,0,1,1
African-American,46,3,0,1,1
African-American,25,21,0,1,0
African-American,34,12,0,1,1
African-American,30,0,0,0,1
Caucasian,47,1,0,1,1
Caucasian,30,4,0,1,1
African-American,47,1,0,1,1
African-American,42,33,0,1,0
African-American,39,1,0,1,0
Caucasian,50,11,0,1,0
Caucasian,24,1,0,1,1
African-American,22,2,0,1,1
Caucasian,45,3,0,1,1
Caucasian,26,2,0,1,0
Caucasian,39,3,0,1,1
Caucasian,40,1,0,1,1
African-American,24,0,0,1,1
African-American,23,1,0,1,1
Caucasian,61,0,0,0,1
Caucasian,42,3,0,1,0
African-American,38,3,0,1,0
Caucasian,67,0,0,1,0
Caucasian,23,2,0,1,1
Caucasian,31,1,0,1,0
African-American,40,15,1,1,1
African-American,44,0,0,1,1
African-American,37,10,0,1,0
African-American,22,3,0,0,1
Caucasian,31,6,0,0,0
African-American,28,9,0,1,0
African-American,57,2,0,1,1
Caucasian,33,9,0,1,1
African-American,30,10,0,1,0
Caucasian,56,7,0,1,1
African-American,35,0,0,1,0
African-American,57,23,0,1,0
Caucasian,39,8,0,1,0
Caucasian,65,3,0,1,1
Caucasian,22,0,0,0,1
African-American,35,2,0,1,1
African-American,29,2,0,0,0
Caucasian,37,2,0,0,0
African-American,62,13,0,1,0
African-American,22,5,0,0,0
African-American,31,6,0,0,1
African-American,22,0,0,0,0
African-American,56,1,0,1,1
Caucasian,25,2,0,1,1
Caucasian,33,10,0,0,1
Caucasian,25,2,0,1,1
African-American,27,3,0,1,1
African-American,37,1,0,1,1
Caucasian,41,2,0,0,1
African-American,35,5,0,1,1
Caucasian,55,0,0,0,1
African-American,24,1,0,1,1
African-American,26,2,0,1,0
African-American,35,7,0,1,1
Caucasian,50,3,0,0,0
African-American,30,1,0,0,1
African-American,25,3,0,1,0
Caucasian,65,1,0,0,0
African-American,31,0,0,1,0
African-American,24,0,0,0,1
African-American,34,6,0,1,0
African-American,30,4,0,1,1
African-American,30,14,0,1,0
Caucasian,24,1,0,0,1
Caucasian,51,3,0,1,0
African-American,28,3,0,1,1
African-American,27,4,0,1,0
Caucasian,22,2,0,1,0
African-American,29,2,0,1,0
African-American,31,0,0,1,1
Caucasian,31,0,0,0,1
African-American,32,3,0,1,1
African-American,27,1,0,1,0
Caucasian,29,6,0,1,0
African-American,59,3,0,1,1
African-American,24,1,0,0,0
Caucasian,27,1,0,1,1
African-American,33,0,0,1,1
Caucasian,28,9,0,1,0
African-American,24,9,1,0,0
African-American,31,16,2,1,0
Caucasian,24,0,0,0,0
African-American,24,0,0,1,1
African-American,23,7,0,1,0
Caucasian,62,0,0,1,1
African-American,52,19,0,1,1
African-American,25,4,0,1,0
African-American,49,1,0,0,1
Caucasian,50,0,0,1,0
African-American,47,3,0,1,0
African-American,37,14,0,1,1
Caucasian,26,0,0,0,1
African-American,28,21,0,1,1
African-American,26,3,0,1,0
African-American,25,1,0,1,1
African-American,20,1,0,1,0
African-American,34,9,0,1,0
African-American,46,9,1,1,0
African-American,21,0,0,1,0
Caucasian,27,2,0,1,0
African-American,21,3,0,0,0
Caucasian,29,1,0,1,1
Caucasian,46,4,0,1,1
African-American,24,0,0,1,1
African-American,57,8,0,0,0
African-American,33,4,0,1,0
African-American,23,4,0,1,0
African-American,29,5,0,1,1
Caucasian,22,0,0,0,0
Caucasian,33,1,0,0,0
African-American,40,3,0,1,0
African-American,32,10,0,1,0
African-American,68,1,0,1,1
African-American,24,1,0,0,1
African-American,32,1,0,1,1
African-American,19,2,0,1,0
African-American,23,6,0,1,0
Caucasian,39,17,6,1,0
African-American,25,1,0,1,1
African-American,42,6,0,1,0
Caucasian,29,1,0,0,1
Caucasian,38,2,0,0,1
Caucasian,32,10,0,1,0
Caucasian,23,4,0,0,0
African-American,58,10,0,1,0
African-American,42,9,0,1,0
Caucasian,26,1,0,1,0
Caucasian,27,1,0,1,1
Caucasian,33,1,0,1,1
African-American,33,2,0,1,0
African-American,23,0,0,0,0
African-American,25,4,0,1,0
African-American,32,0,0,1,0
Caucasian,29,0,0,0,1
African-American,38,19,0,1,0
Caucasian,29,0,0,0,1
African-American,27,6,0,1,0
Caucasian,25,0,0,0,0
Caucasian,31,2,0,1,0
African-American,30,8,0,1,0
African-American,41,0,0,1,1
African-American,59,8,0,1,1
Caucasian,21,1,0,0,0
African-American,33,6,0,0,0
African-American,27,6,0,1,0
African-American,30,0,0,1,1
Caucasian,43,4,0,1,1
Caucasian,24,2,0,1,1
African-American,45,13,0,0,0
Caucasian,23,0,0,1,0
Caucasian,40,5,0,1,1
African-American,23,0,0,1,1
African-American,39,3,0,1,1
African-American,26,5,0,1,0
Caucasian,26,0,0,0,1
African-American,21,0,0,0,1
Caucasian,30,3,0,1,1
Caucasian,44,0,0,1,1
African-American,21,1,0,1,0
African-American,23,0,0,0,1
African-American,49,1,0,1,1
African-American,23,3,0,1,0
African-American,24,1,0,1,0
African-American,21,1,0,1,0
Caucasian,37,7,0,1,0
African-American,21,1,0,0,0
Caucasian,28,2,0,1,0
Caucasian,42,2,0,0,1
African-American,24,2,0,1,0
Caucasian,31,0,0,1,1
African-American,24,2,1,0,0
African-American,25,1,0,1,1
African-American,55,12,0,1,1
African-American,33,1,0,0,0
African-American,26,24,1,0,0
African-American,27,1,0,1,1
Caucasian,26,3,0,0,1
African-American,27,0,0,0,1
Caucasian,46,0,0,1,1
Caucasian,38,1,0,0,0
African-American,24,0,0,0,1
African-American,38,0,0,0,1
African-American,27,7,0,1,0
African-American,48,6,0,1,1
Caucasian,31,2,0,1,0
African-American,28,5,0,0,0
Caucasian,25,6,0,0,0
African-American,27,8,0,1,0
